央视频道,#genre#
三立臺灣[geo-blocked],https://epg.pw/stream/c7dbae714c89491ea3eea1f746be7982f4fa8a8c81d67b3854ff67d46931a191.m3u8
马尔康综合[geo-blocked],https://epg.pw/stream/730624d47482fed3331196e40e506833a98c72142af419b50c098c0fdedb850b.m3u8
好消息综合台,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch1-2.m3u8
TVBS亚洲台,http://38.64.72.148:80/hls/modn/list/4005/chunklist1.m3u8
三立都會,https://epg.pw/stream/b49c002c700cdbcd7cb82dceff7a4a3029193d5edb6ce9e216d0c338e352856d.m3u8
三立臺灣[geo-blocked],https://epg.pw/stream/cc4cae00306d97a1a7525911ee10a1983538f96a7fc920e563352cdd10002b36.m3u8
三立臺灣[geo-blocked],https://epg.pw/stream/6cbb5a395d787bd3f6333051a9436880165517d14c0cf42385908f669b061e88.m3u8
三立臺灣[geo-blocked],https://epg.pw/stream/c7dbae714c89491ea3eea1f746be7982f4fa8a8c81d67b3854ff67d46931a191.m3u8
TVBS亚洲台,http://38.64.72.148:80/hls/modn/list/4005/chunklist1.m3u8
马尔康综合[geo-blocked],https://epg.pw/stream/730624d47482fed3331196e40e506833a98c72142af419b50c098c0fdedb850b.m3u8

❤️体育频道,#genre#
CCTV5+,http://120.196.232.51:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226711/1.m3u8
CCTV5体育,http://120.196.232.31:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226731/1.m3u8
緯來體育台,http://cloud.yumixiu768.com/tmp/123.m3u8
纬来体育,http://hls.szsummer.cn/live/446035/playlist.m3u8?k=32f9ec7c13e4b390289143a8e1b2a898&t=1840341130
广东体育,http://218.17.196.234:9901/tsfile/live/1001_1.m3u8
纬来体育,https://cloud.yumixiu768.com/tmp/123.m3u8
国外赛事1,https://glxlmn026c.singularcdn.net.br/playout_01/playlist-720p.m3u8
国外赛事2,https://glxlmn026c.singularcdn.net.br/playout_02/playlist-720p.m3u8
国外赛事3,https://glxlmn026c.singularcdn.net.br/playout_03/playlist-720p.m3u8
国外赛事4,https://glxlmn026c.singularcdn.net.br/playout_04/playlist-720p.m3u8
国外赛事5,https://glxlmn026c.singularcdn.net.br/playout_05/playlist-720p.m3u8
国外体育6,http://dmitwlvvll.cdn.mangomolo.com/dubaisportshd/smil:dubaisportshd.smil/chunklist_b1600000.m3u8
美国摔角&,https://glxlmn026c.singularcdn.net.br/playout_05/playlist-720p.m3u8
大邱直播不定时,https://pull.lianggexinxi.xyz/live/stream-600428_lsd.m3u8?_=1697006121706
大神直播不定时,https://pull.lianggexinxi.xyz/live/stream-600428_lsd.m3u8?_=1697004264631

❤️新闻频道,#genre#
CCTV新闻,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13_mhd.m3u8
CGTNNEWS,http://live.cgtn.com/1000/prog_index.m3u8
浙江Ⅰ浙江新闻(720p)[Not24/7][1280*720][1280*720][1280*720],http://hw-m-l.cztv.com/channels/lantian/channel07/720p.m3u8
苏州新闻综合,http://tylive.kan0512.com/norecord/norecord_csztv1.m3u8
上虞1新闻综合(720p)[Not24/7][1920*1080][1920*1080][1920*1080],http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8
新昌新聞綜合(1080p)[Not24/7][1920*1080][1920*1080][1920*1080],http://l.cztvcloud.com/channels/lantian/SXxinchang1/720p.m3u8
宿州新闻综合(1080p)[Not24/7][1920*1080][1920*1080][1920*1080],http://live.ahsz.tv/video/s10001-szzh/index.m3u8
漳州新闻综合(720p)[Not24/7][1280*720][1280*720][1280*720],http://31182.hlsplay.aodianyun.com/lms_31182/tv_channel_175.m3u8
三明新闻综合(720p)[Not24/7][1280*720][1280*720][1280*720],http://stream.smntv.cn/smtv1/playlist.m3u8
靖江新闻綜合(720p)[Not24/7][1280*720][1280*720][1280*720],http://58.222.151.43:1935/live/xwzhpc/playlist.m3u8
南宁新闻综合(720p)[Not24/7][1280*720][1280*720][1280*720],http://hls.nntv.cn/nnlive/NNTV_NEWS_A.m3u8
萧山新闻综合(720p)[Not24/7][1280*720][1280*720][1280*720],http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8
余姚新闻综合(576p)[720*576][720*576][720*576],http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8
江津新闻综合(480p)[800*600][800*600][800*600],http://222.179.155.21:1935/ch1.m3u8
靖江新闻綜合(480p)[Not24/7][853*480][853*480][853*480],http://visit.jjbctv.com:1935/live/xwzhmb/playlist.m3u8
北京新闻,https://live.funhillrm.com/5/sd/live.m3u8
苏州新闻,http://tylive.kan0512.com/norecord/norecord_csztv1.m3u8
温州新闻,https://live.wzqmt.com/wztv1/playlist.m3u8?_upt=412e027d1700064861
徐州新闻,http://stream3.huaihai.tv/xwzh1t/playlist.m3u8?_upt=de0514c61700072045
无锡新闻,http://stream.thmz.com/wxtv1/playlist.m3u8?_upt=ab1eec531700065816
江西新闻,http://player.200877926.top/169l/jx/jiangxim3u8.php?id=jxtv7
亚洲新闻720P,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
亚洲新闻1080P,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
CGTNEurope,https://news.cgtn.com/resource/live/english/cgtn-news.m3u8
CGTNEurope,https://live.cgtn.com/1000/prog_index.m3u8
澳门莲花,http://anren.live/HK/BiIOU11uLA.m3u8
FASHIONTV,http://lb.streaming.sk/fashiontv/stream/chunklist_w1906011378.m3u8
金砖电视,http://brics.bonus-tv.ru/cdn/brics/chinese/tracks-v1a1/index.m3u8


❤️地方频道,#genre#
兵团卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226214/index.m3u8
农林卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226229/index.m3u8
江苏卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226200/index.m3u8?
深圳卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226205/index.m3u8?
北京卫视,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225796/index.m3u8?
山西卫视,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225763/index.m3u8?
海南卫视,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225769/index.m3u8?
黑龙江卫视,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8?
黑龙江卫视,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8
黑龙江卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8
西藏卫视,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226212/index.m3u8?
河南卫视,http://media.hndyjyfw.gov.cn/live/jz-hnweishi/live.m3u8
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-28bc40431485/index.m3u8
三沙卫视,https://pullsstv90080111.ssws.tv/live/SSTV20220729.m3u8
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=f35a89681647856030
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=63cf437e1591689484
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel13/1080p.m3u8
西藏卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226212/index.m3u8
三沙卫视,https://pullsstv90080111.ssws.tv/live/SSTV20220729.m3u8
安多卫视,http://stream.qhbtv.com/adws/sd/live.m3u8
天津卫视,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225756/1/index.m3u8?fmt=ts2hls
东方卫视,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225752/1/index.m3u8?fmt=ts2hls
重庆卫视,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226038/1/index.m3u8?fmt=ts2hls
重庆卫视,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225686/1/index.m3u8?fmt=ts2hls
浙江卫视,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225750/1/index.m3u8?fmt=ts2hls
浙江卫视,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225780/1/index.m3u8?fmt=ts2hls
云南卫视,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225687/1/index.m3u8?fmt=ts2hls
贵州卫视,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225703/1/index.m3u8?fmt=ts2hls
贵州卫视,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225771/1/index.m3u8?fmt=ts2hls
贵州卫视,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225776/1/index.m3u8?fmt=ts2hls
湖南卫视,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225778/1/index.m3u8?fmt=ts2hls
河南卫视,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225709/1/index.m3u8?fmt=ts2hls
江西卫视,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225710/1/index.m3u8?fmt=ts2hls
辽宁卫视,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225717/1/index.m3u8?fmt=ts2hls
内蒙古卫视,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225718/1/index.m3u8?fmt=ts2hls
广东卫视,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225720/1/index.m3u8?fmt=ts2hls
兵团卫视,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225722/1/index.m3u8?fmt=ts2hls
山东卫视,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225728/1/index.m3u8?fmt=ts2hls
山西卫视,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225730/1/index.m3u8?fmt=ts2hls
吉林卫视,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225753/1/index.m3u8?fmt=ts2hls
甘肃卫视,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225755/1/index.m3u8?fmt=ts2hls
四川卫视,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225757/1/index.m3u8?fmt=ts2hls
黑龙江卫视,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225758/1/index.m3u8?fmt=ts2hls
新疆卫视,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225759/1/index.m3u8?fmt=ts2hls
青海卫视,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225760/1/index.m3u8?fmt=ts2hls
厦门卫视,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225761/1/index.m3u8?fmt=ts2hls
海南卫视,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225762/1/index.m3u8?fmt=ts2hls
广东卫视,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226041/1/index.m3u8?fmt=ts2hls
湖北卫视,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226044/1/index.m3u8?fmt=ts2hls
四川卫视,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226035/1/index.m3u8?fmt=ts2hls
江苏卫视,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226029/1/index.m3u8?fmt=ts2hls
河南卫视,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226032/1/index.m3u8?fmt=ts2hls
东方卫视,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226055/1/index.m3u8?fmt=ts2hls
河北卫视,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226058/1/index.m3u8?fmt=ts2hls
东南卫视,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226061/1/index.m3u8?fmt=ts2hls
辽宁卫视,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226050/1/index.m3u8?fmt=ts2hls
黑龙江卫视,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226052/1/index.m3u8?fmt=ts2hls
江西卫视,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226063/1/index.m3u8?fmt=ts2hls
山东卫视,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226066/1/index.m3u8?fmt=ts2hls
深圳卫视,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226069/1/index.m3u8?fmt=ts2hls
天津卫视,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226067/1/index.m3u8?fmt=ts2hls
安徽卫视,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226072/1/index.m3u8?fmt=ts2hls
湖南卫视,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226089/1/index.m3u8?fmt=ts2hls
吉林卫视,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226078/1/index.m3u8?fmt=ts2hls
山东教育卫视,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225764/1/index.m3u8?fmt=ts2hls
北京冬奥纪实,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226075/1/index.m3u8?fmt=ts2hls
贵州移动电视,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225774/1/index.m3u8?fmt=ts2hls
贵州2台,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225682/1/index.m3u8?fmt=ts2hls
贵州3台,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226007/1/index.m3u8?fmt=ts2hls
贵州3台,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225704/1/index.m3u8?fmt=ts2hls
贵州4台,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225740/1/index.m3u8?fmt=ts2hls
贵州5台,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225662/1/index.m3u8?fmt=ts2hls
贵州6台,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225672/1/index.m3u8?fmt=ts2hls
贵州7台,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225741/1/index.m3u8?fmt=ts2hls
贵阳1台,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226037/1/index.m3u8?fmt=ts2hls
贵阳2台,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225684/1/index.m3u8?fmt=ts2hls
贵阳4台,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225705/1/index.m3u8?fmt=ts2hls
六盘水1台,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225772/1/index.m3u8?fmt=ts2hls
六盘水2台,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225773/1/index.m3u8?fmt=ts2hls
铜仁1台,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225775/1/index.m3u8?fmt=ts2hls
铜仁2台,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226102/1/index.m3u8?fmt=ts2hls
黔西南公共,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226003/1/index.m3u8?fmt=ts2hls
雷山综合,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225998/1/index.m3u8?fmt=ts2hls
毕节1台,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226002/1/index.m3u8?fmt=ts2hls
毕节2台,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226021/1/index.m3u8?fmt=ts2hls
黔南1台,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226022/1/index.m3u8?fmt=ts2hls
黔南2台,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226025/1/index.m3u8?fmt=ts2hls
遵义综合,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226026/1/index.m3u8?fmt=ts2hls
遵义公共,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226028/1/index.m3u8?fmt=ts2hls
遵义都市,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226051/1/index.m3u8?fmt=ts2hls
安顺公共,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226034/1/index.m3u8?fmt=ts2hls
安顺新闻综合,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226054/1/index.m3u8?fmt=ts2hls
凯里电视台,http://39.135.8.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226062/1/index.m3u8?fmt=ts2hls

广东文化频道,https://glive.grtn.cn/live/wenhua_test0203.m3u8?auth_key=1617289309-0-0-7b2730980c8860963374597c20ad3935
云南卫视,http://tvlive.ynradio.com/live/yunnanweishi/chunks.m3u8
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
延边频道,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8
青海频道,http://stream.qhbtv.com/qhws/sd/live.m3u8
河北频道,http://tv.pull.hebtv.com/jishi/weishipindao.m3u8?t=2510710360&k=3944fff7fdd8f8caf6adce2c9a0ef126

北京卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225796/index.m3u8
深圳卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225752/index.m3u8
湖北卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225760/index.m3u8
天津卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225765/index.m3u8
海南卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225769/index.m3u8
重庆卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225791/index.m3u8
贵州卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225793/index.m3u8
江苏卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226200/index.m3u8
深圳卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226205/index.m3u8
黑龙江卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8
江苏卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226200/index.m3u8?
浙江卫视(1080p)[1920*1080][1920*1080][1920*1080],http://hw-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
浙江钱江(1080p)[1920*1080][1920*1080][1920*1080],http://hw-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8

浙江教科影视(1080p)[Not24/7][1920*1080][1920*1080][1920*1080],http://hw-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江少儿(1080p)[1920*1080][1920*1080][1920*1080],http://hw-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江6套(1080p)[Not24/7][1920*1080][1920*1080][1920*1080],http://hw-m-l.cztv.com/channels/lantian/channel06/1080p.m3u8
新昌休闲影视(1080p)[Not24/7][1920*1080][1920*1080][1920*1080],http://l.cztvcloud.com/channels/lantian/SXxinchang2/720p.m3u8
海南卫视(720p)[Not24/7][1280*720][1280*720][1280*720],http://livelyws.chinamcache.com/lyws/zb01.m3u8?auth_key=1593241343-0-0-90b80e74457c94b2015f9428a1cb9b0e
浙江影视(720p)[1280*720][1280*720][1280*720],http://hw-m-l.cztv.com/channels/lantian/channel05/720p.m3u8
房山电视台(576p)[1280*720][1280*720][1280*720],https://live.funhillrm.com/2/playlist.m3u8
通州电视台(720p)[1280*720][1280*720][1280*720],http://pull.dayuntongzhou.com/live/tztv.m3u8


❤️少儿頻道,#genre#
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel08/720p.m3u8
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8?k=1a7559a51eeb880b021619a07f463ac4&t=1577153787
熊大过年,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/7ae265653fe149069c3b53e31caaf060/1200.m3u8
南京少儿,http://live.nbs.cn/channels/njtv/sepd/500k.m3u8
南京少儿,http://live.nbs.cn/channels/njtv/sepd/m3u8:500k/live.m3u8
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8?k=1a7559a51eeb880b021619a07f463ac4&t=1577153787
熊大过年,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/7ae265653fe149069c3b53e31caaf060/1200.m3u8
倒霉特熊,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/87f87ba569c147e3805f80e4844d2de9/1200.m3u8
雲朵妈妈,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/d8ad434c6b08421a927557a4d98da65c/1200.m3u8
反转星球,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/3ccdecc7d6e341c1920ad4eac5d82f38/1200.m3u8
熊大熊二,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1733da751de64e6e910abda889d87a26/1200.m3u8
熊大过年,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/7ae265653fe149069c3b53e31caaf060/1200.m3u8
狮子王國,https://newcntv.qcloudcdn.com/asp/hls/850/0303000a/3/default/c2e7e767f3144bed959ef20b8b961fe5/850.m3u8

❤️足球频道,#genre#
足球频道2,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226137/1/index.m3u8?fmt=ts2hls
足球频道3,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226140/1/index.m3u8?fmt=ts2hls
足球频道4,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226143/1/index.m3u8?fmt=ts2hls
足球频道5,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226142/1/index.m3u8?fmt=ts2hls
足球频道6,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226146/1/index.m3u8?fmt=ts2hls
足球频道7,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226149/1/index.m3u8?fmt=ts2hls
足球频道8,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226151/1/index.m3u8?fmt=ts2hls
足球频道9,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226152/1/index.m3u8?fmt=ts2hls
足球频道10,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226154/1/index.m3u8?fmt=ts2hls
足球频道11,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226157/1/index.m3u8?fmt=ts2hls
足球频道12,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226183/1/index.m3u8?fmt=ts2hls
足球频道13,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226186/1/index.m3u8?fmt=ts2hls



❤️电影轮播,#genre#
电影_星爷,http://43.128.40.42:198/虎牙直播/huya.php?id=11342412
电影_英叔,http://43.128.40.42:198/虎牙直播/huya.php?id=11342421
电影_达叔,http://43.128.40.42:198/虎牙直播/huya.php?id=11336592
电影_发哥,http://43.128.40.42:198/虎牙直播/huya.php?id=11342387
电影_成龙,http://43.128.40.42:198/虎牙直播/huya.php?id=11342386
电影_王晶,http://43.128.40.42:198/虎牙直播/huya.php?id=11602058
电影_沈腾,http://43.128.40.42:198/虎牙直播/huya.php?id=11601968
电影_黄渤,http://43.128.40.42:198/虎牙直播/huya.php?id=11352876
电影_强森,http://43.128.40.42:198/虎牙直播/huya.php?id=21059581
电影_漫威,http://43.128.40.42:198/虎牙直播/huya.php?id=11602034
电影_宇宙,http://43.128.40.42:198/虎牙直播/huya.php?id=11342428
电影_怪兽,http://43.128.40.42:198/虎牙直播/huya.php?id=21059577
电影_武侠,http://43.128.40.42:198/虎牙直播/huya.php?id=11342427
电影_警匪,http://43.128.40.42:198/虎牙直播/huya.php?id=11352886
电影_罪犯,http://43.128.40.42:198/虎牙直播/huya.php?id=11352962
电影_枪战,http://43.128.40.42:198/虎牙直播/huya.php?id=21059579
电影_海盗,http://43.128.40.42:198/虎牙直播/huya.php?id=21059595
电影_赛车,http://43.128.40.42:198/虎牙直播/huya.php?id=11279247
电影_推荐,http://43.128.40.42:198/虎牙直播/huya.php?id=11602041
电影_救援,http://43.128.40.42:198/虎牙直播/huya.php?id=21059594
电影_热血,http://43.128.40.42:198/虎牙直播/huya.php?id=11352934
电影_盗墓,http://43.128.40.42:198/虎牙直播/huya.php?id=21059552
电影_贺岁,http://43.128.40.42:198/虎牙直播/huya.php?id=11601971
电影_玄幻,http://43.128.40.42:198/虎牙直播/huya.php?id=11342414
电影_谍战,http://43.128.40.42:198/虎牙直播/huya.php?id=21059585
电影_战争,http://43.128.40.42:198/虎牙直播/huya.php?id=21059592
电影_喜剧,http://43.128.40.42:198/虎牙直播/huya.php?id=11352877
电影_港片,http://43.128.40.42:198/虎牙直播/huya.php?id=11602043
电影_国产,http://43.128.40.42:198/虎牙直播/huya.php?id=11352973
电影_周星星,http://43.128.40.42:198/虎牙直播/huya.php?id=11336587
电影_李连杰,http://43.128.40.42:198/虎牙直播/huya.php?id=11342390
电影_洪金宝,http://43.128.40.42:198/虎牙直播/huya.php?id=11279251
电影_梁家辉,http://43.128.40.42:198/虎牙直播/huya.php?id=11342429
电影_许冠英,http://43.128.40.42:198/虎牙直播/huya.php?id=11601972
电影_斯坦森,http://43.128.40.42:198/虎牙直播/huya.php?id=21059588
电影_小鬼头,http://43.128.40.42:198/虎牙直播/huya.php?id=11352963
电影_八点档,http://43.128.40.42:198/虎牙直播/huya.php?id=880261
电影_蜘蛛侠,http://43.128.40.42:198/虎牙直播/huya.php?id=21059599
电影_贺岁片,http://43.128.40.42:198/虎牙直播/huya.php?id=11601986
电影_功夫片,http://43.128.40.42:198/虎牙直播/huya.php?id=11352941
电影_黑帮片,http://43.128.40.42:198/虎牙直播/huya.php?id=11336719
